pot
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
4
7
4
7
9
15
25
30
34
39
38
37
41
40
36
36
38
46
45
31
42
46
42
34
21
18
17
21
47
52
56
68
91
112
129
168
198
206
226
225
212
206
236
225
203
180
163
161
148
140
149
159
194
200
228
213
182
154
154
165
174
200
278
279
302
330
244
439
170
245
175
181
164
122
117
133
146
227
468
229
322
258
389
352
319
291
270
254
240
224
205
192
155
161
145
127
113
99
50
10
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
7
5
0
0
0
3
6
0
0
0
0
32
27
23
28
54
62
268
119
292
285
209
188
155
309
334
346
364
434
307
210
213
219
190
161
271
136
159
194
200
230
191
157
175
189
204
243
252
239
473
345
363
197
234
429
186
284
206
647
653
437
727
271
701
251
223
534
233
299
220
233
287
591
316
665
685
327
420
234
321
606
569
351
366
607
378
417
573
318
566
487
230
480
318
361
451
436
409
75
259
181
314
157
187
245
122
105
161
297
274
275
93
94
132
108
107
104
162
47
103
58
36
12
7
6
12
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
