pot
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
7
9
30
38
40
100,01
63
101,2
59,02
60,1
95
115
195,45
179,2
200,2
270,2
140
164
100
113,3
274
200
195,7
155
164
175
76,2
100,9
97
135
67,76
89
63
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
27
99,56
424,87
454,9
486,37
512,13
545,29
570,27
595,19
610,74
623,67
633,46
639,97
640,7
639,37
632,77
618,82
615,74
392,04
564,34
540,66
507,51
474,67
436,57
393,75
351,5
308
262,9
212,46
159,13
107,24
63,96
19,99
5
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
