data;ghi;temp_amb;pot;temp_contacto
2/01/2018 5:15;1.353;25.22058;0;25.95802386
2/01/2018 5:30;10.88;25.35941;0;27.01169321
2/01/2018 5:45;21.07;25.26745;0;27.53729034
2/01/2018 6:00;38.5;24.73261;12.06778;27.18358937
2/01/2018 6:15;49.75;24.80161;57.03357;27.83112262
2/01/2018 6:30;69.18;24.91866;124.3874;29.99857983
2/01/2018 6:45;111.3;24.87325;103.8966;29.91390862
2/01/2018 7:00;83.3;24.77942;348.3941;32.11895005
2/01/2018 7:15;69.39;24.66325;168.278;32.66655629
2/01/2018 7:30;299.3;24.50164;281.8625;32.67201647
2/01/2018 7:45;369.9;24.5939;540.7161;33.10898449
2/01/2018 8:00;407.8;24.77991;680.4832;34.17789252
2/01/2018 8:15;305.8;24.68766;840.9307;33.23655003
2/01/2018 8:30;277.4;24.52535;505.8693;32.87479575
2/01/2018 8:45;261.9;24.52537;453.9467;34.74651761
2/01/2018 9:00;350.5;24.45571;536.2891;36.55978339
2/01/2018 9:15;544.5;24.64071;665.9374;36.98308923
2/01/2018 9:30;428.6;24.75567;766.9997;38.72549563
2/01/2018 9:45;391.1;25.08142;851.4291;39.93066208
2/01/2018 10:00;501.5;25.26747;932.064;43.18550762
2/01/2018 10:15;703.2;25.01205;935.0996;47.19525572
2/01/2018 10:30;437.3;24.94188;1008.714;43.19529469
2/01/2018 10:45;902;25.26723;981.7729;49.76928501
2/01/2018 11:00;694.9;25.70648;1801.466;40.59815687
2/01/2018 11:15;850;25.96311;2173.271;38.56808817
2/01/2018 11:30;536.8;25.68435;933.2024;41.84115122
2/01/2018 11:45;1133;25.84625;1243.979;37.02477355
2/01/2018 12:00;1112;25.77568;1323.791;39.04068593
2/01/2018 12:15;1103;26.00716;2027.496;40.0447981
2/01/2018 12:30;1145;26.28658;2072.272;39.00432407
2/01/2018 12:45;1140;26.68034;2122.93;40.60231141
2/01/2018 13:00;1078;26.44736;2061.078;40.46726158
2/01/2018 13:15;812;26.56415;1991.891;38.17235281
2/01/2018 13:30;675.5;26.81917;1739.677;38.7740182
2/01/2018 13:45;306.2;26.74927;1085.365;35.25778818
2/01/2018 14:00;786.9;27.30595;333.9115;36.87378287
2/01/2018 14:15;486.1;27.86274;1837.83;36.93827479
2/01/2018 14:30;517.8;27.93201;798.7476;35.38789727
2/01/2018 14:45;943;27.76873;1764.595;32.62741423
2/01/2018 15:00;874;28.48882;1542.422;33.57056288
2/01/2018 15:15;818;29.34626;1158.474;32.96112091
2/01/2018 15:30;693.5;28.90454;1470.135;30.51886532
2/01/2018 15:45;243.5;29.01983;659.0438;30.29239538
2/01/2018 16:00;240;29.48385;458.943;30.368642
2/01/2018 16:15;220.6;29.27352;585.7452;29.32896227
2/01/2018 16:30;150;29.41339;265.1664;29.00930828
2/01/2018 16:45;199.9;29.08832;297.4836;28.82396656
2/01/2018 17:00;233.4;28.76281;441.5511;27.43558739
2/01/2018 17:15;151.4;28.94904;323.2867;27.36770839
2/01/2018 17:30;184.1;28.85675;300.2662;27.25359722
2/01/2018 17:45;140;29.29852;241.8297;27.69556146
2/01/2018 18:00;97;29.80811;188.579;28.23235088
2/01/2018 18:15;41.14;29.01831;75.62701;26.66305676
2/01/2018 18:30;31.39;28.85738;25.66503;26.34074802
2/01/2018 18:45;23.38;28.34622;5.553751;25.75680752
2/01/2018 19:00;5.423;27.81285;0;25.19597114
2/01/2018 19:15;0.613;28.09227;0;25.34065798
2/01/2018 19:30;-0.4;28.39322;0;25.54070129
2/01/2018 19:45;-0.2;28.37118;0;25.6325303
2/01/2018 20:00;-0.182;28.58028;0;25.7588264
2/01/2018 20:15;0.302;29.06866;0;26.02956679
2/01/2018 20:30;0.382;29.04576;0;25.82322746
2/01/2018 20:45;0.39;28.04614;0;24.98236414
2/01/2018 21:00;-0.367;28.13853;0;24.86292193
2/01/2018 21:15;0.778;27.53522;0;24.55988058
2/01/2018 21:30;0.193;27.20968;0;24.23145296
2/01/2018 21:45;-0.115;27.14097;0;24.1121326
2/01/2018 22:00;0.1;26.86182;0;24.25606261
2/01/2018 22:15;0.287;26.42088;0;24.08368917
2/01/2018 22:30;0.263;26.32957;0;23.76754509
2/01/2018 22:45;0.3;26.3767;0;23.89116206
2/01/2018 23:00;0.4;26.35409;0;23.67892962
2/01/2018 23:15;0.597;25.93661;0;23.32798146
2/01/2018 23:30;0.2;25.58873;0;22.66913947
2/01/2018 23:45;-0.205;24.91619;0;22.33614193
3/01/2018 0:00;-0.68;24.63737;0;21.93766655
3/01/2018 0:15;0.042;24.33633;0;21.77839578
3/01/2018 0:30;0.3;23.40821;0;20.95781866
3/01/2018 0:45;0.1;23.10825;0;20.73106183
3/01/2018 1:00;0;22.96735;0;20.55389892
3/01/2018 1:15;0.178;23.15553;0;20.62289391
3/01/2018 1:30;-0.175;23.04007;0;20.39776831
3/01/2018 1:45;-0.31;23.29578;0;20.6287158
3/01/2018 2:00;-0.9;23.29583;0;20.32978268
3/01/2018 2:15;-0.587;23.4118;0;20.60154824
3/01/2018 2:30;-0.408;23.04125;0;20.2536702
3/01/2018 2:45;-0.705;23.24924;0;20.50664618
3/01/2018 3:00;-1.1;23.22644;0;20.59683403
3/01/2018 3:15;-0.727;23.48162;0;20.76034579
3/01/2018 3:30;-0.8;23.57507;0;20.93901645
3/01/2018 3:45;-1.205;23.0885;0;21.03224571
3/01/2018 4:00;-0.5;23.11072;0;21.34960898
3/01/2018 4:15;-0.6;23.18023;0;21.91824013
3/01/2018 4:30;-0.403;22.71611;0;22.32907274
3/01/2018 4:45;-0.2;22.60062;0;23.44495246
3/01/2018 5:00;0;22.06679;0;25.57091879
3/01/2018 5:15;1.383;22.16015;0;25.45942792
3/01/2018 5:30;4.215;21.90551;0;24.83234223
3/01/2018 5:45;16.34;22.13734;0;26.79267929
3/01/2018 6:00;47.91;21.90626;9.980762;28.876043
3/01/2018 6:15;88.1;21.99926;102.1891;26.48012193
3/01/2018 6:30;287.5;21.95213;190.6028;27.300497
3/01/2018 6:45;172.7;22.06915;310.8911;30.10403471
3/01/2018 7:00;406;21.81261;452.9348;28.96286694
3/01/2018 7:15;467.4;21.69629;481.0148;27.22702106
3/01/2018 7:30;352.3;21.88347;614.0781;29.55729398
3/01/2018 7:45;317.9;21.83613;842.7016;31.48788477
3/01/2018 8:00;231.3;21.34943;523.8935;30.31045313
3/01/2018 8:15;637;21.51153;1215.519;33.24167175
3/01/2018 8:30;665.7;21.48896;1152.466;33.54628231
3/01/2018 8:45;716.7;21.41867;1234.113;33.86111304
3/01/2018 9:00;769.9;21.27979;1345.294;33.92248876
3/01/2018 9:15;816;21.51196;1438.641;33.29357134
3/01/2018 9:30;876;21.81271;1531.987;34.9695827
3/01/2018 9:45;963;21.95334;1646.078;39.97032109
3/01/2018 10:00;961;22.50947;1693.004;37.88343801
3/01/2018 10:15;991;23.90182;1770.983;41.39134758
3/01/2018 10:30;1023;24.50419;1829.546;36.62792578
3/01/2018 10:45;1050;24.29437;1880.52;35.21584173
3/01/2018 11:00;1086;24.64211;1914.544;39.06915349
3/01/2018 11:15;1112;25.31408;1947.114;51.2027338
3/01/2018 11:30;1181;25.4073;814.1157;35.45714865
3/01/2018 11:45;1182;26.31122;2000.365;36.86352297
3/01/2018 12:00;808;27.16799;2152.97;42.89310868
3/01/2018 12:15;1207;25.84436;1024.905;45.96656957
3/01/2018 12:30;1153;27.60727;2097.38;50.11993157
3/01/2018 12:45;1164;26.02967;2081.316;41.33050248
3/01/2018 13:00;1096;25.8205;2052.983;32.345628
3/01/2018 13:15;1090;25.35632;1980.886;30.14322978
3/01/2018 13:30;1086;25.49491;1959.447;39.76812216
3/01/2018 13:45;1047;25.63508;1906.639;39.51975657
3/01/2018 14:00;1013;25.63583;1820.881;38.4616378
3/01/2018 14:15;985;26.5864;1799.632;39.4879035
3/01/2018 14:30;946;26.91192;1735.25;38.06369007
3/01/2018 14:45;907;26.795;1678.521;30.9602065
3/01/2018 15:00;869;28.39596;1601.175;30.98999926
3/01/2018 15:15;825;28.25584;1511.623;31.13289853
3/01/2018 15:30;157.1;28.16117;1356.172;28.59111153
3/01/2018 15:45;710;27.92796;1061.839;27.73154769
3/01/2018 16:00;635.2;28.3438;1201.479;27.7259774
3/01/2018 16:15;646;28.36715;238.794;27.80095858
3/01/2018 16:30;556.5;28.80775;1033.695;27.73246921
3/01/2018 16:45;490;29.38711;877.6118;28.1706063
3/01/2018 17:00;424.4;29.38593;719.7571;27.99289456
3/01/2018 17:15;370.1;29.1772;591.8165;27.58204512
3/01/2018 17:30;74.56;28.62068;94.78965;26.69476536
3/01/2018 17:45;109;28.73682;190.8558;27.03814124
3/01/2018 18:00;64.26;28.52739;95.54856;26.92518053
3/01/2018 18:15;51.97;28.17986;73.9827;25.96693856
3/01/2018 18:30;55.22;27.43774;34.07635;25.50700794
3/01/2018 18:45;22.81;26.92741;13.07967;25.04046958
3/01/2018 19:00;9.29;27.2758;0;24.74917904
3/01/2018 19:15;1.395;26.81207;0;24.34024142
3/01/2018 19:30;-0.305;26.90536;0;25.26371034
3/01/2018 19:45;-0.437;26.92981;0;25.22526764
3/01/2018 20:00;-0.3;26.86056;0;24.66806187
3/01/2018 20:15;-0.3;26.76819;0;24.72889742
3/01/2018 20:30;0;26.16583;0;24.16275056
3/01/2018 20:45;-0.1;25.79353;0;22.55328571
3/01/2018 21:00;-0.147;25.28412;0;22.21817159
3/01/2018 21:15;-0.512;25.37758;0;22.27464445
3/01/2018 21:30;0.2;25.00618;0;22.01407137
3/01/2018 21:45;-0.662;24.93742;0;22.05963973
3/01/2018 22:00;-0.438;24.70662;0;21.51899341
3/01/2018 22:15;-0.177;24.6139;0;21.32670163
3/01/2018 22:30;-0.3;24.47465;0;21.33870778
3/01/2018 22:45;-0.372;24.03374;0;20.75777794
3/01/2018 23:00;-0.59;24.05707;0;20.61467689
3/01/2018 23:15;-0.203;23.80225;0;20.32761227
3/01/2018 23:30;-0.4;23.84891;0;20.49173261
3/01/2018 23:45;-0.392;23.75747;0;20.46278327
4/01/2018 0:00;-0.5;23.13022;0;19.91285857
4/01/2018 0:15;-0.2;23.01504;0;20.05968866
4/01/2018 0:30;-0.4;22.73634;0;19.82216444
4/01/2018 0:45;-0.577;21.92492;0;19.1761795
4/01/2018 1:00;-0.202;21.9257;0;19.22329479
4/01/2018 1:15;-0.763;21.71683;0;19.01614729
4/01/2018 1:30;-0.12;21.23027;0;18.29125584
4/01/2018 1:45;-0.2;21.04501;0;18.31177467
4/01/2018 2:00;-0.1;20.9063;0;18.39826058
4/01/2018 2:15;-0.3;20.90582;0;18.57901904
4/01/2018 2:30;0;20.79052;0;18.58236199
4/01/2018 2:45;-0.5;20.90769;0;18.51875291
4/01/2018 3:00;-0.102;21.18647;0;18.74362369
4/01/2018 3:15;-0.4;20.93166;0;18.56305381
4/01/2018 3:30;-0.407;20.53661;0;18.43096873
4/01/2018 3:45;-0.343;20.491;0;18.92760609
4/01/2018 4:00;-0.2;20.21218;0;19.44994101
4/01/2018 4:15;-0.295;20.51553;0;20.48081675
4/01/2018 4:30;-0.6;20.65384;0;21.43192522
4/01/2018 4:45;-0.41;20.6313;0;22.71459088
4/01/2018 5:00;-0.5;20.65451;0;22.63001258
4/01/2018 5:15;2.243;20.67747;0;22.05765115
4/01/2018 5:30;12.58;20.19051;0;21.2656957
4/01/2018 5:45;42.93;20.19067;0.3045796;22.96508295
4/01/2018 6:00;86.5;20.09791;25.15909;24.19324384
4/01/2018 6:15;136.9;19.72574;50.70926;24.25346567
4/01/2018 6:30;191;20.00537;126.7274;25.44454696
4/01/2018 6:45;249.2;19.84317;229.2443;28.07174144
4/01/2018 7:00;307.8;19.68104;355.1611;26.58744311
4/01/2018 7:15;367.9;19.63494;479.244;25.23546074
4/01/2018 7:30;428;19.44899;613.6987;25.82859709
4/01/2018 7:45;487.2;19.79823;747.5208;27.03908673
4/01/2018 8:00;548.1;19.86738;876.0307;26.21499014
4/01/2018 8:15;606.5;20.54002;1003.718;36.22250545
4/01/2018 8:30;663.5;20.58676;1122.678;39.72595773
4/01/2018 8:45;715.8;20.51807;1236.959;41.23596816
4/01/2018 9:00;768.5;21.05137;1336.883;41.57015833
4/01/2018 9:15;818;21.23805;1441.297;46.43452321
4/01/2018 9:30;865;21.53979;1524.588;45.89346503
4/01/2018 9:45;907;22.21176;1612.496;44.81045853
4/01/2018 10:00;947;22.72189;1680.229;45.21977188
4/01/2018 10:15;985;23.20911;1741.638;47.3117518
4/01/2018 10:30;1016;23.6263;1808.106;47.4986272
4/01/2018 10:45;1044;24.71683;1848.076;47.63240082
4/01/2018 11:00;1066;25.22648;1912.837;49.48397411
4/01/2018 11:15;1086;25.75813;1944.964;49.29105974
4/01/2018 11:30;1102;25.66422;1988.475;48.78010297
4/01/2018 11:45;1116;26.2206;2012.191;48.70486806
4/01/2018 12:00;1124;27.0324;2032.05;48.74625774
4/01/2018 12:15;1128;27.0087;2029.71;46.9270778
4/01/2018 12:30;1127;27.05442;2039.892;44.34623816
4/01/2018 12:45;1122;27.09843;2027.307;42.96051006
4/01/2018 13:00;1110;27.19136;2024.081;41.87135804
4/01/2018 13:15;1096;27.49332;1984.491;41.3698288
4/01/2018 13:30;1076;27.9098;1968.807;39.8209115
4/01/2018 13:45;1049;28.3964;1934.592;39.68578701
4/01/2018 14:00;1021;28.37214;1891.46;33.40518838
4/01/2018 14:15;989;28.34998;1831.38;33.00405739
4/01/2018 14:30;953;29.2536;1772.184;32.27415319
4/01/2018 14:45;915;28.39461;1709.89;30.22153593
4/01/2018 15:00;872;28.27798;1633.556;30.69696124
4/01/2018 15:15;825;28.62527;1544.509;30.10906539
4/01/2018 15:30;775.7;28.4872;1453.692;28.15369132
4/01/2018 15:45;725.5;29.06683;1353.136;27.52945824
4/01/2018 16:00;668.8;28.7178;1243.789;26.68763359
4/01/2018 16:15;610.4;29.87817;1119.516;27.46589564
4/01/2018 16:30;553.1;30.15734;998.2794;27.4625163
4/01/2018 16:45;494;30.11072;872.1096;27.21202495
4/01/2018 17:00;434.2;29.45993;736.8328;26.93208474
4/01/2018 17:15;373.1;29.36735;600.4176;26.70891945
4/01/2018 17:30;309.8;29.34385;461.3462;26.54228016
4/01/2018 17:45;249.5;29.22836;326.6385;26.62313331
4/01/2018 18:00;191.3;29.36749;184.9109;27.05291559
4/01/2018 18:15;134.5;29.08916;47.04117;26.71475199
4/01/2018 18:30;82.3;29.46151;31.60988;26.91799242
4/01/2018 18:45;39.33;29.25274;12.63697;26.41938773
4/01/2018 19:00;9.92;29.53003;0;26.08613535
4/01/2018 19:15;1.485;29.53137;0;26.10263416
4/01/2018 19:30;-0.702;29.64723;0;26.16856183
4/01/2018 19:45;-0.808;29.62371;0;26.2994101
4/01/2018 20:00;-0.855;29.13644;0;25.77586199
4/01/2018 20:15;-0.808;28.99705;0;25.50466304
4/01/2018 20:30;-0.8;28.51023;0;25.23670737
4/01/2018 20:45;-0.902;28.37153;0;24.8607099
4/01/2018 21:00;-0.9;27.62994;0;24.14159086
4/01/2018 21:15;-0.9;27.25836;0;23.77297259
4/01/2018 21:30;-0.897;26.81808;0;23.23802268
4/01/2018 21:45;-0.858;26.44683;0;22.93901091
4/01/2018 22:00;-0.8;25.96042;0;22.4531015
4/01/2018 22:15;-0.7;25.98428;0;22.52464663
4/01/2018 22:30;-0.56;25.49696;0;22.06068404
4/01/2018 22:45;-0.5;25.65936;0;22.35458599
4/01/2018 23:00;-0.4;25.31229;0;22.27734432
4/01/2018 23:15;-0.51;25.40601;0;22.25413658
4/01/2018 23:30;-0.5;25.33698;0;22.19532315
4/01/2018 23:45;-0.6;25.22192;0;22.12999153
5/01/2018 0:00;-0.575;25.50037;0;22.31827255
5/01/2018 0:15;-0.605;25.26821;0;22.10832173
5/01/2018 0:30;-0.642;25.45402;0;22.24635524
5/01/2018 0:45;-0.7;25.61633;0;22.63232925
5/01/2018 1:00;-0.5;25.61658;0;22.55936645
5/01/2018 1:15;-0.6;25.40826;0;22.35485956
5/01/2018 1:30;-0.5;25.59387;0;22.66431434
5/01/2018 1:45;-0.5;25.50091;0;22.26058549
5/01/2018 2:00;-0.7;25.61703;0;22.44733144
5/01/2018 2:15;-0.6;25.54729;0;22.48746487
5/01/2018 2:30;-0.49;25.40796;0;22.6614641
5/01/2018 2:45;-0.452;25.50052;0;22.76182779
5/01/2018 3:00;-0.523;25.45438;0;22.91986663
5/01/2018 3:15;-0.5;25.33792;0;22.3679074
5/01/2018 3:30;-0.29;25.31456;0;22.49504528
5/01/2018 3:45;-0.5;25.08306;0;23.30859892
5/01/2018 4:00;-0.6;25.24566;0;25.21594757
5/01/2018 4:15;-0.688;25.08327;0;28.66659429
5/01/2018 4:30;-0.8;25.06011;0;31.1591451
5/01/2018 4:45;-0.808;24.92161;0;31.81035518
5/01/2018 5:00;-0.6;24.82834;0;32.6288506
5/01/2018 5:15;1.89;24.96744;0;31.69224683
5/01/2018 5:30;11.69;24.89825;0;33.0290283
5/01/2018 5:45;32.34;24.80449;0;32.24406145
5/01/2018 6:00;81.6;24.66599;39.45201;31.65924351
5/01/2018 6:15;133.4;24.66531;60.70166;33.15749511
5/01/2018 6:30;63.39;24.82871;94.8529;33.00040473
5/01/2018 6:45;259.1;24.66583;218.5562;30.86056402
5/01/2018 7:00;393.3;24.64276;414.4831;30.35904379
5/01/2018 7:15;375;25.0838;474.4375;33.68445443
5/01/2018 7:30;432.7;24.87498;625.2721;45.70734568
5/01/2018 7:45;491.8;24.80529;749.5446;47.57567044
5/01/2018 8:00;555.1;24.92171;892.6003;48.81105885
5/01/2018 8:15;497.9;24.64276;1043.372;49.16068332
5/01/2018 8:30;679.5;24.59702;397.787;50.33846765
5/01/2018 8:45;663.5;24.481;1273.703;49.8131606
5/01/2018 9:00;798.3;24.36429;1420.237;48.05402484
5/01/2018 9:15;863;24.52773;1645.951;49.30121295
5/01/2018 9:30;873;24.31908;1555.514;46.64105482
5/01/2018 9:45;920;24.62089;1630.014;45.3024376
5/01/2018 10:00;982;24.89919;1756.247;47.50566643
5/01/2018 10:15;990;25.03822;1785.086;46.39768535
5/01/2018 10:30;1034;25.36243;1858.954;47.03636243
5/01/2018 10:45;1058;25.43175;1911.066;46.30867918
5/01/2018 11:00;1079;25.59298;1963.684;45.00105756
5/01/2018 11:15;1097;25.75639;1988.286;44.91064189
5/01/2018 11:30;1116;25.77857;2022.88;44.27311136
5/01/2018 11:45;1122;25.61685;2038.311;43.97572456
5/01/2018 12:00;1123;25.82422;2052.794;43.61353387
5/01/2018 12:15;1128;26.12667;2052.604;43.74444539
5/01/2018 12:30;1126;26.14857;2064.873;42.4438257
5/01/2018 12:45;1120;26.31174;2076.763;42.12435265
5/01/2018 13:00;1109;26.47249;2056.019;40.94775339
5/01/2018 13:15;1090;26.51782;2025.283;40.08619834
5/01/2018 13:30;1071;26.68114;1997.582;37.68893273
5/01/2018 13:45;1047;27.23719;1962.293;36.87105461
5/01/2018 14:00;1021;27.37639;1921.311;31.58430414
5/01/2018 14:15;986;27.53869;1864.203;31.42245895
5/01/2018 14:30;949;27.58468;1781.038;30.3963416
5/01/2018 14:45;909;27.63008;1705.779;29.3421279
5/01/2018 15:00;868;27.53665;1635.453;28.4570716
5/01/2018 15:15;816;27.53699;1545.584;27.85233158
5/01/2018 15:30;767.3;28.16289;1460.523;27.74346129
5/01/2018 15:45;713.8;27.48959;1351.745;26.74334482
5/01/2018 16:00;662.4;27.83776;1239.615;26.3178823
5/01/2018 16:15;607.1;28.04656;1125.777;25.62130882
5/01/2018 16:30;548.3;28.02354;1009.473;25.15887013
5/01/2018 16:45;493;27.79082;879.4458;24.56064336
5/01/2018 17:00;430.5;28.13919;742.2084;24.83957554
5/01/2018 17:15;367.3;28.16263;598.5203;24.79097831
5/01/2018 17:30;304.1;28.11624;459.6386;24.59556357
5/01/2018 17:45;243.7;28.30216;326.0694;24.64962454
5/01/2018 18:00;184.2;27.97632;202.9985;24.40614091
5/01/2018 18:15;127.8;27.67525;53.42871;24.32879889
5/01/2018 18:30;73.99;27.41998;34.64554;24.26529344
5/01/2018 18:45;25.15;27.11837;15.86236;23.83665421
5/01/2018 19:00;9.55;27.28058;0;24.06292149
5/01/2018 19:15;1.415;27.18956;0;24.025215
5/01/2018 19:30;-0.697;27.14228;0;23.69797766
5/01/2018 19:45;-0.7;26.95753;0;23.69871557
5/01/2018 20:00;-0.8;26.86466;0;23.70468371
5/01/2018 20:15;-0.7;27.00459;0;24.02273034
5/01/2018 20:30;-0.7;26.47096;0;23.78175546
5/01/2018 20:45;-0.7;26.77274;0;24.0528774
5/01/2018 21:00;-0.7;26.47161;0;23.56222119
5/01/2018 21:15;-0.755;26.23972;0;23.31583862
5/01/2018 21:30;-0.7;25.98395;0;22.93633463
5/01/2018 21:45;-0.703;25.58955;0;22.83431937
5/01/2018 22:00;-0.6;25.54345;0;22.96617551
5/01/2018 22:15;-0.698;25.38203;0;23.05205688
